id,location.lat,location.lon,name,building_type,arch_style,age,religion,image link,description,open_hours ,tags
"('way', 140703186)",10.7625844,106.68169483128824,Đại học khoa học tự nhiên cơ sở 1,institution,"french, modernism, contemporary",,none,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_T%E1%BB%B1_nhi%C3%AAn_-_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg/330px-Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_T%E1%BB%B1_nhi%C3%AAn_-_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpgg,,,
"('way', 1419105579)",10.87622755,106.79685246369581,Đại học khoa học tự nhiên cơ sở 2,institution,"modernism, contemporary",,none,https://xdcs.cdnchinhphu.vn/446259493575335936/2025/7/17/khtn-17527408705801486184749.jpg,,,
"('way', 802157430)",10.771652903698225,106.6993514856996,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,commercial,french,1914,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybmHQRZEGpy0FTS_5qLu_sqfjv3fRWPWGS9GDErfQSqDJ7S96ZRbnznYUCajybvzj2dFr-1GNJY5niWo4ndmPyDKE1wIm8G1tQZqAxTudsXf0aE-IlRqSmsZx-67fb3-EN64g=w408-h306-k-no,,,
,10.770037186423554,106.69881219549565,Kuretakeso Vietnam,commercial,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGvU2zHwIo_Sq_UMXlDuk_fvrm-bD-gVCzvdnsjkel10GijEhRPh6DLjc-aGfb-EJvV2IoSsJXCuY2d2JfVJz4WElTYKdX3Wmrt-w_w_ZlcBUgxePjcqeHKYN5gXINsLiPR3pcLg=s1360-w1360-h1020-rw,,,
"('way', 39598469)",10.7693312,106.70362685389938,Ngân hàng Nhà nước Việt Nam - HCM,government,modernism,1929,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNCoUtO6w6KH17gqtxXzCGVe58WWEGpXnjOcJ1J2slmG_dcB88TqFjKgPUEmjI5Kt6RQ0OPdgLfBAGMKNNkQxIZcyIel82hpEeU7tP9pwKJNjkPN-qcKpjVk1j8RpGeiwki-MroA=s1360-w1360-h1020-rw,,,
"('way',1162012869)",10.771208112264201,106.70587328948123,Cục hải quan TPHCM,government,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOa1xO4vdFRFp-exa8SX1len9YNTdh-4pFcqvoxa3ln7TcEQEFI5a2Swji2Qw1uBqVvDnhKB1hmviA_3xR6gTA9OfREJ2pzOKlbe1OUzWF2pxVcwLRRGOyb6VfBL7_nGyJrt8=w408-h544-k-no,,,
"('way', 165518958)",10.7735865,106.7016144764372,Đền Sri Thendayuthapani,place_of_worship,hindu,1936,hinduism,https://redsvn.net/wp-content/uploads/2022/06/Den-Sri-Thenday-Yutthapani-01.jpg,,,
"('way', 187949849)",10.77228505,106.69555763933496,Đền Bà Mariamman,place_of_worship,hindu,1900,hinduism,https://tiimtravel.vn/uploads/files/2023/05/21/den-Mariamman.jpg,,,
"('way', 187949838)",10.77426565,106.69994960303441,Chùa Ông Subramaniam Swany,place_of_worship,hindu,1850,hinduism,https://image.plo.vn/w1000/Uploaded/2025/vocgmvbg/2015_07_11/nhatho14_DYDG.jpg.webp,,,
"('way', 802105071)",10.7759106,106.69962141634929,Bảo tàng Thành phố Hồ Chí Minh,museum,"gothic, east_asia",,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7YsuXApLVKmtH2gTWbnqmpJoucU776sj9r8tT5DoTcD2XhHMKK_b_A_-AyxR-P0K2eAagkhmx3kbowR63XUlpXZQNc0W2sEbAHxSvkbu4LPCvWM49hb7gzHRQbig0tmIly5Lu=w408-h544-k-no,,,
,10.770176756020266,106.70459695552047,Tòa nhà V.A.R,residential,modernism,1973,none,https://media.urbanistnetwork.com/urbanistvietnam/articleimages/2021/03/05/VAR/01b.jpg,,,
"('way', 802105041)",10.77513495,106.6989279073037,Thư viện Khoa học Tổng hợp TPHCM,library,modernism,1968,none,https://lh3.googleusercontent.com/p/AF1QipOdxlzSdHTYopFpCfMESMp9ES6fB11VRRbAtnTp=w408-h306-k-no,,,
"('way', 313404496)",10.79004245,106.70141784863081,Trung tâm Phát thanh VOH,commercial,modernism,1969,none,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRynYzad7BgoIvcHWf_4AwCTmB_qj3CccHJWg&s,,,
"('way', 39598493)",10.7770348,106.69548803180103,Dinh Thống nhất,government,modernism,1966,none,https://upload.wikimedia.org/wikipedia/commons/7/7d/20190923_Independence_Palace-10.jpg,,,
"('way', 198047671)",10.7911024,106.65333688126003,Bệnh viện Thống Nhất,hospital,modernism,1972,none,https://upload.wikimedia.org/wikipedia/commons/e/e0/B%E1%BB%87nh_vi%E1%BB%87n_Th%E1%BB%91ng_Nh%E1%BA%A5t.jpg,,,
"('way', 127299413)",10.80416395,106.6941426784243,Bệnh viện Nhân dân Gia Định,hospital,modernism,,none,https://lh3.googleusercontent.com/p/AF1QipOtZhHK4PKv3qy5FX5Q4N5GkeeZu1IZGzjBgRuN=s1360-w1360-h1020-rw,,,
"('way', 455098939)",10.754179749999999,106.6782670253124,Bệnh viện Chấn thương Chỉnh hình,hospital,modernism,,none,https://upload.wikimedia.org/wikipedia/commons/f/f4/Benh_vien_chan_thuong_Chinh_Hinh-ph%C6%B0%E1%BB%9Dng_1%2C_Qu%E1%BA%ADn_5%2C_TPHCM%2C_Vi%E1%BB%87t_Nam_-_panoramio.jpg,,,
"('way', 1223405327)",10.8329481,106.691232,Phù Châu miếu,place_of_worship,vietnamese,1800,vietnamese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/M%E1%BA%B7t_ti%E1%BB%81n_Mi%E1%BA%BFu_N%E1%BB%95i.JPG/2560px-M%E1%BA%B7t_ti%E1%BB%81n_Mi%E1%BA%BFu_N%E1%BB%95i.JPG,,,
