Key,ID,location.lat,location.lon,name,building_type,arch_style,age,religion,image link,description,open_hours ,day_off,refined
way_193092896,"('way', 193092896)",10.786105899999999,106.68887239223955,Viện Pasteur TPHCM,hospital,french,1891,none,https://prod-cdn.pharmacity.io/blog/vien-pasteur-tp-hcm.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUYXZVMJMURHIYJSN%2F20240424%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20240424T035237Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=fb131269bdfb17a497669c04a5becd3f8b22ff8d06841934ca77a257b969a817,"Viện Pasteur TP.HCM là một tổ chức y tế hàng đầu tại Việt Nam, chuyên về nghiên cứu, chẩn đoán và phòng chống dịch bệnh. Viện được thành lập năm 1891 với tên gọi ban đầu là Viện Pasteur Sài Gòn, là viện đầu ngành về y tế dự phòng và miễn dịch cho khu vực phía Nam. Viện cung cấp các dịch vụ như tiêm ngừa, xét nghiệm và nghiên cứu khoa học, đồng thời có chức năng chỉ đạo chuyên môn cho các tỉnh phía Nam.
https://vnexpress.net/kien-truc-phap-xua-va-ngoi-mo-co-o-vien-pasteur-tp-hcm-4922642.html",7:00 - 17:00,,
way_225209455,"('way', 225209455)",10.77866115,106.684936728687,Bệnh viện Mắt TPHCM,hospital,french,1978,none,https://toplist.vn/images/800px/benh-vien-mat-tp-hcm-982746.jpg,"Bệnh viện Mắt Thành phố Hồ Chí Minh (còn gọi là Bệnh viện Mắt Điện Biên Phủ) là bệnh viện chuyên khoa hạng I, hoạt động từ năm 1978 và là trung tâm nhãn khoa hàng đầu khu vực phía Nam. Bệnh viện chuyên khám và điều trị các bệnh lý về mắt cho người dân, với đầy đủ các chuyên khoa sâu và đội ngũ nhân viên y tế được đào tạo chuyên môn cao.
https://tuoitre.vn/toan-canh-benh-vien-mat-tp-hcm-noi-duoc-de-xuat-xep-hang-di-tich-kien-truc-nghe-thuat-20230908130325956.htm",7:00 - 17:00,,
way_375544508,"('way', 375544508)",10.7729754,106.66707394464697,Viện Tim Thành phố Hồ Chí Minh,hospital,modernism,1991,none,https://cmi-vietnam.com/wp-content/uploads/2021/06/Entree-de-lextention-de-lInstitut-du-Coeur-Copie.jpg,"Viện Tim Thành phố Hồ Chí Minh là một bệnh viện chuyên khoa tim mạch hàng đầu tại Việt Nam, chuyên về phòng ngừa, chẩn đoán, điều trị và phục hồi chức năng các bệnh tim mạch. Viện được thành lập năm 1992, sở hữu đội ngũ y bác sĩ giàu kinh nghiệm, cơ sở vật chất hiện đại và là một trong hai trung tâm tim mạch lớn nhất khu vực Đông Nam Á. Viện thực hiện nhiều ca phẫu thuật tim bẩm sinh, mạch vành với tỷ lệ thành công cao, có cả trường hợp trẻ sơ sinh.
https://cmi-vietnam.com/en/the-heart-institute/#:~:text=A%20symbol%20of%20a%20unique,responsible%20for%20its%20financial%20management.",6:00 - 18:00,saturday;sunday,
way_189067543,"('way', 189067543)",10.754120799999999,106.67210278036669,Bệnh viện An Bình,hospital,modernism,2001,none,https://benhvienanbinh.vn/wp-content/uploads/2024/05/BENH-VIEN-2024.jpg,"Bệnh viện An Bình là một bệnh viện đa khoa hạng I trực thuộc Sở Y tế TP. HCM, tọa lạc tại số 146 An Bình, Quận 5, TP. HCM. Bệnh viện có quy mô lớn với 700 giường bệnh, cung cấp đa dạng các dịch vụ từ khám chữa bệnh cơ bản đến các kỹ thuật cao như phẫu thuật nội soi, thay khớp, tán sỏi laser, và được trang bị hệ thống thiết bị y tế hiện đại.",7:00 - 16:00,sunday,
way_262966609,"('way', 262966609)",10.781372600000001,106.69030196537784,Nhà Tang lễ TPHCM (Lê Quý Đôn),mortuary,modernism,,none,https://wikihoavien.vn/wp-content/uploads/2025/03/nha-tang-le-thanh-pho-ho-chi-minh-1.jpg,"Nhà tang lễ TP.HCM (Lê Quý Đôn) là một nhà tang lễ cũ nằm ở số 25, đường Lê Quý Đôn, phường 07, quận 03, TP.HCM. Đây là một cơ sở tang lễ lâu đời, nay đã được thay thế bởi một nhà hàng lẩu Đài Loan có tên Man Tang Guo Lê Quý Đôn tại số 6B Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3.",,out of service,
way_1309894124,"('way', 1309894124)",10.71877965,106.60270207429869,Nhà Tang lễ TPHCM,mortuary,"vietnamese, contemporary",2002,none,https://th.bing.com/th/id/R.9e48ce14b4e354e0ab7413ce55ffe91c?rik=iPYS%2b3nXpmkXQg&riu=http%3a%2f%2fnhatanglethanhpho.org.vn%2fImgPro%2fAdmin_26112023162940386.jpg&ehk=6%2bqQlMFeIPs8uYQlJPzChbTjXm7Gqw1QC5XKePFfDxI%3d&risl=&pid=ImgRaw&r=0,"Đây là cơ sở chính do Thành phố quản lý và có quy mô lớn.
https://blackstones.vn/danh-muc-nha-tang-le/nha-tang-le-thanh-pho-moi-binh-tan-html.html?srsltid=AfmBOooRr8nWLDNfKJ4k02X_L8P--rGfxz5QdH8BzO5d5e0FjfcEKzxR",24/7,,
,,10.754092068007300,10.667034779178000,Nhà tang lễ Bệnh Viện Nguyễn Tri Phương,mortuary,"chinese, modernism",1963,none,https://maitangthanhbinh.com/wp-content/uploads/2025/03/nha-tang-le-8.jpg,"Nhà tang lễ Bệnh viện Nguyễn Tri Phương, còn gọi là nhà tang lễ Quảng Đông, tọa lạc tại địa chỉ 336 Trần Phú, Phường 7, Quận 5, Thành phố Hồ Chí Minh, phục vụ nhu cầu tổ chức tang lễ cho cộng đồng người Việt và người Hoa. Địa điểm này hoạt động 24/24, cung cấp dịch vụ tổ chức tang lễ trọn gói, có bãi đậu xe riêng và được nhiều người đánh giá cao về sự chu đáo, giá cả hợp lý.
https://phucanvienlongan.vn/blogs/tin-tuc/tim-hieu-ve-nha-tang-le-benh-vien-nguyen-tri-phuong",24/7,,
way_1086980078,"('way', 1086980078)",10.756952649999999,106.67488070241279,Từ đường Phúc Kiến,shrine,chinese,1887,taoist,https://quan5xinchao.vn/wp-content/uploads/2024/09/Tu-duong-Phuoc-Kien.jpg,"""Từ đường Phúc Kiến"" là tên gọi chung của các công trình kiến trúc, đặc biệt là các hội quán, chùa, miếu do cộng đồng người Phúc Kiến thành lập, thường mang ý nghĩa là nơi thờ cúng, sinh hoạt cộng đồng. Một trong những ví dụ nổi bật nhất là Bệnh viện Nguyễn Trãi (Thành phố Hồ Chí Minh), trước đây có tên là Y Viện Phước Kiến, do cộng đồng người Hoa thành lập năm 1909.
https://tienphong.vn/can-canh-tu-duong-phuc-kien-lau-doi-trong-benh-vien-tai-tphcm-post1512201.tpo",8:00 - 16:00,,
node_2068659849,"('node', 2068659849)",10.7525739,106.6617227,Hội quán Tam Sơn,assembly_hall,chinese,1796,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPre8Ijml2-AIJzp-C9jO6OotRGwO4PEGrNifIVtzZRW3kK3kfDkno-7bOOsJ6wo8pMjWipe-YEO2Td24tCHmtyvc-R3P9vX86tDgb_wtIA4u9kvJHPfLAzXQBIVfw9EdKrzHx=s1360-w1360-h1020-rw,"Hội quán Tam Sơn là một di tích lịch sử và kiến trúc nghệ thuật quan trọng ở Quận 5, Thành phố Hồ Chí Minh, do cộng đồng người Hoa gốc Phúc Kiến xây dựng vào năm 1839. Ban đầu là nơi thờ Kim Huê Thánh mẫu (nữ thần sinh sản), sau này Thiên Hậu Thánh Mẫu trở thành vị thần chính được thờ phụng. Hội quán là một trung tâm tín ngưỡng và văn hóa, thu hút nhiều du khách đến chiêm bái và cầu nguyện, đặc biệt là cầu tự. 
https://vietnamdiscovery.com/ho-chi-minh-city/attractions/tam-son-hoi-quan-pagoda/",6:00 - 22:00,,
node_6315672802,"('node', 6315672802)",10.7523593,106.6633235,Hội quán Quỳnh Phủ,assembly_hall,chinese,1824,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWtWbSMAetA7kF5OlJCmljn1vIbE_70RunGZDwSRAsn86m8ftxT5uAJWUNMwq24Lntk_Zbja-jYgauMB2MCKE79ge5dahFmy2IXRsbiydWz2PNywWnSqbwv-RbaCre7ak1OnnTVabHE8DS=s1360-w1360-h1020-rw,"Hội quán Quỳnh Phủ (còn gọi là Chùa Bà Hải Nam) là một di tích kiến trúc nghệ thuật cấp quốc gia tại TP.HCM, là nơi thờ tự và sinh hoạt văn hóa của cộng đồng người Hoa gốc Hải Nam. Được xây dựng vào năm 1824 và đã trải qua nhiều lần trùng tu, hội quán là một quần thể kiến trúc theo kiểu ""tứ hợp diện"" với các chi tiết trang trí độc đáo, nổi bật là nghệ thuật đúc đồng và chạm khắc gỗ. Hội quán này còn là một điểm du lịch văn hóa hấp dẫn tại khu vực Chợ Lớn.
https://vinpearl.com/vi/quynh-phu-hoi-quan-ninh-hoa-kham-pha-kien-truc-trung-hoa-doc-dao",8:00 - 16:00,,
way_420287578,"('way', 420287578)",10.749372300000001,106.65438745,Hội quán Nghĩa Nhuận,assembly_hall,chinese,1872,taoist,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/H%E1%BB%99i_qu%C3%A1n_Ngh%C4%A9a_Nhu%E1%BA%ADn.jpg/1280px-H%E1%BB%99i_qu%C3%A1n_Ngh%C4%A9a_Nhu%E1%BA%ADn.jpg,"Hội quán Nghĩa Nhuận (còn gọi là Đình Nghĩa Nhuận hay Miếu Ông Quan Đế) là một di tích lịch sử kiến trúc nghệ thuật cấp quốc gia có ý nghĩa văn hóa và tinh thần quan trọng đối với cộng đồng người Hoa gốc Triều Châu tại Thành phố Hồ Chí Minh.
https://quan5xinchao.vn/hoi-quan-nghia-nhuan/",9:00 - 17:00,,
way_669863010,"('way', 669863010)",10.754999,106.65886616964661,Hội quán Phước An,assembly_hall,chinese,1865,buddhist,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Phuoc_An_Hoi_Quan_Pagoda_%2810018160114%29.jpg/2560px-Phuoc_An_Hoi_Quan_Pagoda_%2810018160114%29.jpg,"Hội quán Phước An (còn gọi là Chùa Minh Hương) là một cơ sở tín ngưỡng lâu đời của cộng đồng người Hoa tại Thành phố Hồ Chí Minh, tọa lạc tại số 184 đường Hồng Bàng, Phường 12, Quận 5. Hội quán này đã được công nhận là Di tích Kiến trúc Nghệ thuật cấp Thành phố vào năm 2009 và lưu giữ nhiều hiện vật cổ giá trị, đặc trưng của văn hóa và tín ngưỡng người Hoa.
https://quan5xinchao.vn/hoi-quan-phuoc-an/",8:00 - 16:00,,
way_807297567,"('way', 807297567)",10.7652591,106.69893957443439,Hội quán Quảng Triệu,assembly_hall,chinese,1887,taoist,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxo7whLAf2iTO0dCBw1nMeFzE5iCAOAnS6OzOWTlpkbyx2dhzDO-Pyb6gz9v8QRMEiZDbi51C4ZJn9ogGXxxDsHzs3L2qptFMbhpUDkOp-dKSfXRd8z36M-mM24KY40Drk4RCaDpg=s1360-w1360-h1020-rw,"Hội quán Quảng Triệu (hay còn gọi là Miếu Thiên Hậu hoặc Chùa Bà Cầu Ông Lãnh) là một di tích kiến trúc nghệ thuật cấp quốc gia ở Thành phố Hồ Chí Minh, ban đầu là nơi sinh hoạt cộng đồng của người Hoa gốc Quảng Châu và Triệu Khánh.
https://wowweekend.vn/ghe-tham-hoi-quan-quang-trieu-noi-chon-binh-yen-giua-sai-thanh-tap-nap.html",7:00 - 16:30,,
way_1313432468,"('way', 1313432468)",10.88861925,106.59542215355,Long Thái Hội Quán - Quan Đế Miếu,assembly_hall,chinese,,chinese_folk,"https://www.google.com/maps/place/%E9%9A%86%E6%B3%B0%E6%9C%83%E9%A4%A8-+%E9%97%9C%E5%B8%9D%E5%BB%9F-+Long+Th%C3%A1i+H%E1%BB%99i+Qu%C3%A1n-+Quan+%C4%90%E1%BA%BF+Mi%E1%BA%BFu/@10.888622,106.5954738,3a,75y,90t/data=!3m8!1e2!3m6!1sCIHM0ogKEICAgICKmLXxJg!2e10!3e12!6shttps:%2F%2Flh3.googleusercontent.com%2Fgps-cs-s%2FAG0ilSw8yu9X3sfsZzEPgVxWl_JYUcAAP5fHsPDLVmjTKU3RnmvQa8rXxJuh5RrYk4sab40loY8WLC3svwOsQeI_eTYpEkJ4fYvWqZfXCz3tQkp4FX5Yd5iQ4HQnvwe9TEC0kWaXCT1r%3Dw114-h86-k-no!7i4000!8i3000!4m7!3m6!1s0x3174d58f3ecfd455:0xdcf6a3580ab57065!8m2!3d10.888622!4d106.5954738!10e5!16s%2Fg%2F1tftz0yz?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D#","Long Thái Hội Quán, thường được biết đến với tên gọi Chùa Ông hoặc Miếu Quan Đế, là một cơ sở tín ngưỡng và di tích kiến trúc nghệ thuật quan trọng của cộng đồng người Hoa (gốc Triều Châu) ở Thành phố Hồ Chí Minh.
https://www.trungtambaotonditichtphcm.com/Hoat-dong-trung-tam/10030/HOI-QU%C3%81N-NGHIA-AN-(MIEU-QUAN-DE).aspx",24/7,,
way_366664391,"('way', 366664391)",10.75359045,106.66118329809879,Hội quán Tuệ Thành,assembly_hall,chinese,1760,chinese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Nghia_An_Hoi_Quan_Pagoda_%2810018256906%29.jpg/2560px-Nghia_An_Hoi_Quan_Pagoda_%2810018256906%29.jpg,"Hội quán Tuệ Thành (còn gọi là Miếu Thiên Hậu hoặc Chùa Bà Chợ Lớn) là một công trình kiến trúc tín ngưỡng dân gian lâu đời của người Hoa tại Chợ Lớn, TP. Hồ Chí Minh. Hội quán được xây dựng vào khoảng cuối thế kỷ 17, dùng làm nơi hội họp, quản lý di dân, và đặc biệt là thờ cúng Thiên Hậu Thánh Mẫu. Công trình này có giá trị văn hóa, lịch sử sâu sắc với kiến trúc đặc trưng, nhiều cổ vật quý báu và là một điểm đến tâm linh quan trọng.
https://ttvhq5.com.vn/chua-ba-tue-thanh-hoi-quan/",8:00 - 16:00,,
way_419478162,"('way', 419478162)",10.753189800000001,106.65795205,Hội quán Hà Chương,assembly_hall,chinese,1809,chinese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/H%E1%BB%99i_qu%C3%A1n_H%C3%A0_Ch%C6%B0%C6%A1ng.jpg/1280px-H%E1%BB%99i_qu%C3%A1n_H%C3%A0_Ch%C6%B0%C6%A1ng.jpg,"Hội quán Hà Chương là một di tích kiến trúc nghệ thuật cấp Quốc gia tọa lạc tại Quận 5, TP. Hồ Chí Minh, được xây dựng vào khoảng đầu thế kỷ 19 bởi những người Hoa gốc Phúc Kiến. Đây là một công trình quan trọng, nổi bật với kiến trúc ""tứ hợp diện"" đặc trưng của Trung Hoa, đồng thời là trung tâm sinh hoạt tôn giáo và cộng đồng của người Hoa.
https://ttvhq5.com.vn/hoi-quan-ha-chuong/",8:00 - 16:00,,
way_419478163,"('way', 419478163)",10.75354585,106.66213327953938,Hội quán Nghĩa An,assembly_hall,chinese,1820,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5x7LgIsPe4f02UFBJwxLtnV3D0cWVPgdNz1gDt8KtaWhzA1rCyACC-Fialsn43spFC_OwXTNl3vD84Hugw19lEDDcOgpamxD3jkAnrJ1xK2rBk07f7w_YEoM_JjWiCr1igvELaQ=w408-h306-k-no,"Hội quán Nghĩa An, còn gọi là Chùa Ông, là một di tích kiến trúc nghệ thuật cấp quốc gia tại TP. Hồ Chí Minh, là nơi thờ phụng thần Quan Công của cộng đồng người Hoa gốc Triều Châu. Công trình này được xây dựng vào nửa cuối thế kỷ 19, nổi bật với kiến trúc chữ ""khẩu"" độc đáo, tinh xảo và mang đậm nét văn hóa Trung Hoa. Ngày nay, Hội quán không chỉ là trung tâm văn hóa tâm linh mà còn là điểm du lịch hấp dẫn du khách.
https://quan5xinchao.vn/hoi-quan-nghia-an/",6:00 - 17:00,,
way_666569008,"('way', 666569008)",10.751558450000001,106.65727598821749,Hội quán Nhị Phủ,assembly_hall,chinese,1730,chinese_folk,https://quan5xinchao.vn/wp-content/uploads/2024/09/anh-nhi-phu-1536x1024.jpg,"Hội quán Nhị Phủ là một di tích kiến trúc nghệ thuật lịch sử cấp quốc gia tọa lạc tại số 264 đường Hải Thượng Lãn Ông, Quận 5, TP. Hồ Chí Minh. Đây là một hội quán cổ xưa của người Hoa gốc Phúc Kiến, được xây dựng vào khoảng thế kỷ 17-18, ban đầu là nơi thờ phụng và giao lưu cho cộng đồng đồng hương, nay là một địa điểm du lịch, tín ngưỡng nổi tiếng và là di tích được công nhận.
https://quan5xinchao.vn/hoi-quan-nhi-phu/",6:00 -17:00,,
way_1041069083,"('way', 1041069083)",10.824834150000001,106.68543745280135,Hội quán Quần Tân,assembly_hall,chinese,1870,chinese_folk,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgdfjBjrVhVdRgw6u1nCcKDCpI-3OSHr4LsMJoj7oOTABtqgtn5ulug-N-ZBReU_o4DoD6FkHs6Z6XvYjG9af8nNO8Fdf4Z09pQGqWFN6szHTqFnLm_i2NotYX40BT7t0h_5xyiE_fjzfiT/s1600/IMG_5591.jpg,"Hội quán Quần Tân là một hội quán nhỏ, có kiến trúc tương đối đơn giản, khác biệt với các hội quán khác trong khu vực Sài Gòn – Chợ Lớn. Điểm đặc biệt là các cột gỗ và hoành phi không được chạm trổ cầu kỳ, trừ phần trang thờ và bao lam.
https://www.xanhsm.com/news/chua-ba-thien-hau",,,
node_4813074210,"('node', 4813074210)",10.7183837,106.6236992,Hội quán Sùng Chính,assembly_hall,chinese,,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSze75M4R1tSyc6rfyv1HZnTn07671_KT_IJyzCB_e-wf9BvSFYysoF8XPdlCmd51sfWrDWo9u6tKqjXGyIzwHj4J5_L5S5wEbIujbW0xRQ26J9Mb2x5sXXAw8Ksbawkjg61hr-jGw=s1360-w1360-h1020-rw,"Hội quán Sùng Chính, còn gọi là Chùa Bốn Mặt, là một hội quán từ thiện lớn của cộng đồng người Hoa Khách Gia (người Hẹ) tại Quận 8, TP.HCM, nổi bật với kiến trúc đậm nét Trung Hoa và đặc biệt là ngôi chùa thờ Phật Tứ Diện. Đây là nơi kết hợp tín ngưỡng, sinh hoạt cộng đồng, gìn giữ văn hóa và còn là điểm thu hút du lịch tâm linh.
https://vietnamnet.vn/tuong-phat-bon-mat-o-tp-hcm-hut-ngan-nguoi-toi-chiem-bai-dang-nuoc-do-cau-may-2219977.html",7:00 - 19:00,,
way_1353063048,"('way', 1353063048)",10.75217375,106.65517539196857,Hội Quán Lệ Châu,assembly_hall,chinese,1892,chinese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/L%E1%BB%87_Ch%C3%A2u_h%E1%BB%99i_qu%C3%A1n.jpg/1280px-L%E1%BB%87_Ch%C3%A2u_h%E1%BB%99i_qu%C3%A1n.jpg,"Lệ Châu Hội Quán là một nhà thờ tổ nghề kim hoàn cổ kính tại Thành phố Hồ Chí Minh, tọa lạc ở số 586 Trần Hưng Đạo, Quận 5, đã được công nhận là Di tích Kiến trúc Nghệ thuật cấp Quốc gia vào năm 1998. Nơi đây là trung tâm tín ngưỡng và là nơi hội họp của những người thợ bạc, thể hiện lòng tôn kính đối với tổ nghề và lưu giữ các cổ vật quý giá. 
https://mttqquan5.vn/hoi-quan-le-chau-nha-tho-to-tho-bac.html",8:00 - 16:00,,
